label,nine_partition_label,three_partition_label,url,url_alphanum
eczema,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema102.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemaeczema102jpg.jpg
papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis_confluent_reticulated/papillomatosis_confluent_reticulated23.jpg,httpwwwdermaamincomsiteimagesclinicalpicppapillomatosisconfluentreticulatedpapillomatosisconfluentreticulated23jpg.jpg
lichen amyloidosis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis20.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenamyloidosislichenamyloidosis20jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/o/oropharyngeal_lichen_planus/oropharyngeal_lichen_planus1.jpg,httpwwwdermaamincomsiteimagesclinicalpicooropharyngeallichenplanusoropharyngeallichenplanus1jpg.jpg
congenital nevus,benign melanocyte,benign,https://www.dermaamin.com/site/images/clinical-pic/c/congenital_dimple/congenital_dimple8.jpg,httpwwwdermaamincomsiteimagesclinicalpicccongenitaldimplecongenitaldimple8jpg.jpg
actinic keratosis,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses121.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses121jpg.jpg
urticaria,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acute_urticaria/acute_urticaria5.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacuteurticariaacuteurticaria5jpg.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum101.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyodermagangrenosumpyodermagangrenosum101jpg.jpg
folliculitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pseudofolliculitis-barbae/pseudofolliculitis-barbae23.jpg,httpwwwdermaamincomsiteimagesclinicalpicppseudofolliculitisbarbaepseudofolliculitisbarbae23jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris76.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris76jpg.jpg
keloid,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid7.jpg,httpwwwdermaamincomsiteimagesclinicalpickkekoidkekoid7jpg.jpg
telangiectases,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/g/glucagonoma_syndrome/glucagonoma_syndrome9.jpg,httpwwwdermaamincomsiteimagesclinicalpicgglucagonomasyndromeglucagonomasyndrome9jpg.jpg
ehlers danlos syndrome,genodermatoses,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome82.jpg,httpwwwdermaamincomsiteimagesclinicalpiceehlersdanlossyndromeehlersdanlossyndrome82jpg.jpg
nematode infection,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/c/cutaneous_larva_migrans/cutaneous_larva_migrans4.jpg,httpwwwdermaamincomsiteimagesclinicalpicccutaneouslarvamigranscutaneouslarvamigrans4jpg.jpg
squamous cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma36.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma36jpg.jpg
psoriasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque35.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasischronicplaquepsoriasischronicplaque35jpg.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris91.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris91jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris254.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris254jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris138.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris138jpg.jpg
drug eruption,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption40.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptiondrugeruption40jpg.jpg
photodermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/photoallergiccontact-dermatitis/photoallergiccontact-dermatitis7.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphotoallergiccontactdermatitisphotoallergiccontactdermatitis7jpg.jpg
vitiligo,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo97.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo97jpg.jpg
perioral dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/perioral-dermatitis/perioral-dermatitis1.jpg,httpwwwdermaamincomsiteimagesclinicalpicpperioraldermatitisperioraldermatitis1jpg.jpg
vitiligo,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo94.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo94jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus77.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanuslichenplanus77jpg.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris98.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris98jpg.jpg
actinic keratosis,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses77.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses77jpg.jpg
aplasia cutis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta7.jpg,httpwwwdermaamincomsiteimagesclinicalpicaaplasiacutiscongenitacircumscriptaaplasiacutiscongenitacircumscripta7jpg.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris94.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris94jpg.jpg
nevus sebaceous of jadassohn,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn77.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevussebaceousofjadassohnnevussebaceousofjadassohn77jpg.jpg
pyogenic granuloma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma52.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyogenicgranulomapyogenicgranuloma52jpg.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris65.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris65jpg.jpg
seborrheic keratosis,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-keratoses/seborrheic-keratoses25.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheickeratosesseborrheickeratoses25jpg.jpg
allergic contact dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/r/rhus_dermatitis/rhus_dermatitis24.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrhusdermatitisrhusdermatitis24jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/eruptive_lichen_planus/eruptive_lichen_planus7.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeruptivelichenplanuseruptivelichenplanus7jpg.jpg
actinic keratosis,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/a/arsenic_keratoses/arsenic_keratoses10.jpg,httpwwwdermaamincomsiteimagesclinicalpicaarsenickeratosesarsenickeratoses10jpg.jpg
psoriasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis52.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispsoriasis52jpg.jpg
acrodermatitis enteropathica,genodermatoses,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica36.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica36jpg.jpg
lymphangioma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma10.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlymphangiomalymphangioma10jpg.jpg
psoriasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis46.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispsoriasis46jpg.jpg
porokeratosis actinic,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_actinic/porokeratosis_actinic2.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporokeratosisactinicporokeratosisactinic2jpg.jpg
juvenile xanthogranuloma,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma20.jpg,httpwwwdermaamincomsiteimagesclinicalpicJjuvenilexanthogranulomajuvenilexanthogranuloma20jpg.jpg
actinic keratosis,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses7.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses7jpg.jpg
photodermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis41.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis41jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus38.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanuslichenplanus38jpg.jpg
syringoma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/s/syringoma/syringoma5.jpg,httpwwwdermaamincomsiteimagesclinicalpicssyringomasyringoma5jpg.jpg
lupus erythematosus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lupus-erythematosus-tumidus/lupus-erythematosus-tumidus8.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosustumiduslupuserythematosustumidus8jpg.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum80.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyodermagangrenosumpyodermagangrenosum80jpg.jpg
rhinophyma,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma50.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrhinophymarhinophyma50jpg.jpg
granuloma annulare,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/v/vaccination-granuloma/vaccination-granuloma1.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvaccinationgranulomavaccinationgranuloma1jpg.jpg
folliculitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/m/malassezia_folliculitis/malassezia_folliculitis1.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmalasseziafolliculitismalasseziafolliculitis1jpg.jpg
nematode infection,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans79.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlarvamigranslarvamigrans79jpg.jpg
hidradenitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa64.jpg,httpwwwdermaamincomsiteimagesclinicalpichhidradenitissuppurativahidradenitissuppurativa64jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris177.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris177jpg.jpg
lichen simplex,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_simplex/lichen_simplex9.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichensimplexlichensimplex9jpg.jpg
lichen amyloidosis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis54.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenamyloidosislichenamyloidosis54jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris192.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris192jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_follicularis/lichen_planus_follicularis19.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanusfollicularislichenplanusfollicularis19jpg.jpg
basal cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma17.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomabasalcellcarcinoma17jpg.jpg
seborrheic keratosis,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-keratoses/seborrheic-keratoses30.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheickeratosesseborrheickeratoses30jpg.jpg
drug eruption,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/photo-drug-eruption/photo-drug-eruption19.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphotodrugeruptionphotodrugeruption19jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_actinic/lichen_planus_actinic17.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanusactiniclichenplanusactinic17jpg.jpg
folliculitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/perifolliculitis/perifolliculitis2.jpg,httpwwwdermaamincomsiteimagesclinicalpicpperifolliculitisperifolliculitis2jpg.jpg
acne,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_aggravated_by_steroids/acne_aggravated_by_steroids6.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacneaggravatedbysteroidsacneaggravatedbysteroids6jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/eruptive_lichen_planus/eruptive_lichen_planus6.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeruptivelichenplanuseruptivelichenplanus6jpg.jpg
squamous cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma75.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma75jpg.jpg
porphyria,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda45.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporphyriacutaneatardaporphyriacutaneatarda45jpg.jpg
folliculitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/b/bacterial_folliculitis/bacterial_folliculitis1.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbacterialfolliculitisbacterialfolliculitis1jpg.jpg
vitiligo,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo1.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo1jpg.jpg
urticaria,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/u/urticaire/urticaire75.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticaireurticaire75jpg.jpg
allergic contact dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis94.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis94jpg.jpg
photodermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption8.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption8jpg.jpg
squamous cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/b/bowens_disease/bowens_disease14.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbowensdiseasebowensdisease14jpg.jpg
disseminated actinic porokeratosis,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_superficial_actinic_porokeratosis/disseminated_superficial_actinic_porokeratosis26.jpg,httpwwwdermaamincomsiteimagesclinicalpicddisseminatedsuperficialactinicporokeratosisdisseminatedsuperficialactinicporokeratosis26jpg.jpg
epidermolysis bullosa,genodermatoses,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa40.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa40jpg.jpg
actinic keratosis,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses34.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses34jpg.jpg
factitial dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/f/factitial_dermatitis/factitial_dermatitis30.jpg,httpwwwdermaamincomsiteimagesclinicalpicffactitialdermatitisfactitialdermatitis30jpg.jpg
urticaria,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/dermographic_urticaria/dermographic_urticaria18.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermographicurticariadermographicurticaria18jpg.jpg
hailey hailey disease,genodermatoses,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease28.jpg,httpwwwdermaamincomsiteimagesclinicalpichhaileyhaileydiseasehaileyhaileydisease28jpg.jpg
porokeratosis of mibelli,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_of_mibelli/porokeratosis_of_mibelli5.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporokeratosisofmibelliporokeratosisofmibelli5jpg.jpg
dermatomyositis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/dermatophytie/dermatophytie8.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatophytiedermatophytie8jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/t/trauma/trauma8.jpg,httpwwwdermaamincomsiteimagesclinicalpicttraumatrauma8jpg.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris73.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris73jpg.jpg
scabies,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies26.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscabiesscabies26jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus70.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanuslichenplanus70jpg.jpg
vitiligo,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo43.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo43jpg.jpg
tungiasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/t/tungiasis/tungiasis40.jpg,httpwwwdermaamincomsiteimagesclinicalpicttungiasistungiasis40jpg.jpg
nematode infection,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans95.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlarvamigranslarvamigrans95jpg.jpg
photodermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption71.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption71jpg.jpg
lyme disease,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/erythem_achronicum_migrans/erythem_achronicum_migrans9.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemachronicummigranserythemachronicummigrans9jpg.jpg
syringoma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/s/syringoma/syringoma23.jpg,httpwwwdermaamincomsiteimagesclinicalpicssyringomasyringoma23jpg.jpg
photodermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/phototoxic-eruption/phototoxic-eruption30.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphototoxiceruptionphototoxiceruption30jpg.jpg
keloid,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid43.jpg,httpwwwdermaamincomsiteimagesclinicalpickkekoidkekoid43jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris155.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris155jpg.jpg
aplasia cutis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta13.jpg,httpwwwdermaamincomsiteimagesclinicalpicaaplasiacutiscongenitacircumscriptaaplasiacutiscongenitacircumscripta13jpg.jpg
calcinosis cutis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis33.jpg,httpwwwdermaamincomsiteimagesclinicalpicccalcinosiscutiscalcinosiscutis33jpg.jpg
acquired autoimmune bullous diseaseherpes gestationis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/h/herpes_gestationis/herpes_gestationis30.jpg,httpwwwdermaamincomsiteimagesclinicalpichherpesgestationisherpesgestationis30jpg.jpg
allergic contact dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis12.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis12jpg.jpg
perioral dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/perioral-dermatitis/perioral-dermatitis8.jpg,httpwwwdermaamincomsiteimagesclinicalpicpperioraldermatitisperioraldermatitis8jpg.jpg
dariers disease,genodermatoses,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease2.jpg,httpwwwdermaamincomsiteimagesclinicalpicddariersdiseasedariersdisease2jpg.jpg
fordyce spots,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/pearly-penile-papules/pearly-penile-papules6.jpg,httpwwwdermaamincomsiteimagesclinicalpicppearlypenilepapulespearlypenilepapules6jpg.jpg
pediculosis lids,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pediculosis-palpebrarum/pediculosis-palpebrarum11.jpg,httpwwwdermaamincomsiteimagesclinicalpicppediculosispalpebrarumpediculosispalpebrarum11jpg.jpg
lichen simplex,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_simplex/lichen_simplex12.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichensimplexlichensimplex12jpg.jpg
acne,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_rosacae/acne_rosacae5.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnerosacaeacnerosacae5jpg.jpg
behcets disease,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease2.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbehcetsdiseasebehcetsdisease2jpg.jpg
sarcoidosis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis107.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis107jpg.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris81.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris81jpg.jpg
nevus sebaceous of jadassohn,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn90.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevussebaceousofjadassohnnevussebaceousofjadassohn90jpg.jpg
nevus sebaceous of jadassohn,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn26.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevussebaceousofjadassohnnevussebaceousofjadassohn26jpg.jpg
photodermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption75.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption75jpg.jpg
erythema nodosum,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum70.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemanodosumerythemanodosum70jpg.jpg
basal cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_basocellulaire_nodulaire/carcinome_basocellulaire_nodulaire9.jpg,httpwwwdermaamincomsiteimagesclinicalpicccarcinomebasocellulairenodulairecarcinomebasocellulairenodulaire9jpg.jpg
squamous cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/b/bowens_disease/bowens_disease15.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbowensdiseasebowensdisease15jpg.jpg
