,label,url
7770,port wine stain,https://www.dermaamin.com/site/images/clinical-pic/p/port-wine-stain/port-wine-stain46.jpg
7771,lupus erythematosus,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus/lupus_erythematosus36.jpg
7772,nevocytic nevus,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus28.jpg
7773,porphyria,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda81.jpg
7774,dyshidrotic eczema,https://www.dermaamin.com/site/images/clinical-pic/d/dyshidrotic_eczema/dyshidrotic_eczema8.jpg
7775,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis35.jpg
7776,langerhans cell histiocytosis,https://www.dermaamin.com/site/images/clinical-pic/n/non_langerhans_cell_histiocytosis/non_langerhans_cell_histiocytosis2.jpg
7777,scabies,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies9.jpg
7778,erythema multiforme,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme30.jpg
7779,lyme disease,https://www.dermaamin.com/site/images/clinical-pic/e/erythem_achronicum_migrans/erythem_achronicum_migrans11.jpg
7780,lupus erythematosus,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_chronicus_verrucous/lupus_erythematosus_chronicus_verrucous6.jpg
7781,pustular psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/pustular_psoriasis/pustular_psoriasis1.jpg
7782,factitial dermatitis,https://www.dermaamin.com/site/images/clinical-pic/f/factitial_dermatitis/factitial_dermatitis17.jpg
7783,scabies,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies23.jpg
7784,acne,https://www.dermaamin.com/site/images/clinical-pic/a/acne_scarring/acne_scarring27.jpg
7785,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma12.jpg
7786,dyshidrotic eczema,https://www.dermaamin.com/site/images/clinical-pic/p/pompholyx/pompholyx31.jpg
7787,drug eruption,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption60.jpg
7788,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-in-a-child/psoriasis-in-a-child4.jpg
7789,rhinophyma,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma21.jpg
7791,basal cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma39.jpg
7792,port wine stain,https://www.dermaamin.com/site/images/clinical-pic/p/port-wine-stain/port-wine-stain25.jpg
7793,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis121.jpg
7794,telangiectases,https://www.dermaamin.com/site/images/clinical-pic/u/unilateral-telangiectasia/unilateral-telangiectasia2.jpg
7795,seborrheic dermatitis,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis72.jpg
7796,acne vulgaris,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris242.jpg
7797,granuloma annulare,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare13.jpg
7798,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis1.jpg
7799,squamous cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/b/bowens_disease/bowens_disease13.jpg
7800,fordyce spots,https://www.dermaamin.com/site/images/clinical-pic/p/pearly-penile-papules/pearly-penile-papules12.jpg
7801,lyme disease,https://www.dermaamin.com/site/images/clinical-pic/L/lyme-disease/lyme-disease18.jpg
7802,neurofibromatosis,https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome68.jpg
7803,papilomatosis confluentes and reticulate,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis-cutis-carcinoides/papillomatosis-cutis-carcinoides17.jpg
7804,drug eruption,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption149.jpg
7805,squamous cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma88.jpg
7806,scleromyxedema,https://www.dermaamin.com/site/images/clinical-pic/s/scleromyxedema/scleromyxedema62.jpg
7807,urticaria,https://www.dermaamin.com/site/images/clinical-pic/u/urticarial-reaction-to-a-wasp-sting/urticarial-reaction-to-a-wasp-sting1.jpg
7808,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis64.jpg
7809,squamous cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma44.jpg
7810,hidradenitis,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa4.jpg
7811,pediculosis lids,https://www.dermaamin.com/site/images/clinical-pic/p/pediculosis-palpebrarum/pediculosis-palpebrarum22.jpg
7812,lichen planus,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus54.jpg
7813,incontinentia pigmenti,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti50.jpg
7814,langerhans cell histiocytosis,https://www.dermaamin.com/site/images/clinical-pic/L/langerhans-cell-histiocytosis/langerhans-cell-histiocytosis24.jpg
7815,folliculitis,https://www.dermaamin.com/site/images/clinical-pic/p/pseudofolliculitis-barbae/pseudofolliculitis-barbae3.jpg
7816,tuberous sclerosis,https://www.dermaamin.com/site/images/clinical-pic/t/tuberous_sclerosis/tuberous_sclerosis2.jpg
7817,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis50.jpg
7818,drug eruption,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption18.jpg
7819,juvenile xanthogranuloma,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma7.jpg
7820,striae,https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae29.jpg
7821,epidermal nevus,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus4.jpg
7822,acquired autoimmune bullous diseaseherpes gestationis,https://www.dermaamin.com/site/images/clinical-pic/h/herpes_gestationis/herpes_gestationis1.jpg
7823,mucinosis,https://www.dermaamin.com/site/images/clinical-pic/f/follicular-mucinosis/follicular-mucinosis7.jpg
7824,sun damaged skin,https://www.dermaamin.com/site/images/clinical-pic/h/hodgkin/hodgkin1.jpg
7825,keloid,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid34.jpg
7826,scleroderma,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema72.jpg
7827,ichthyosis vulgaris,https://www.dermaamin.com/site/images/clinical-pic/I/ichthyosis_vulgaris/ichthyosis_vulgaris52.jpg
7828,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp4.jpg
7829,lupus erythematosus,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus/lupus_erythematosus66.jpg
7830,pyogenic granuloma,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma29.jpg
7831,behcets disease,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease14.jpg
7832,keratosis pilaris,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis_pilaris_atrophicans/keratosis_pilaris_atrophicans1.jpg
7833,lymphangioma,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangiectasia/lymphangiectasia3.jpg
7834,neurodermatitis,https://www.dermaamin.com/site/images/clinical-pic/n/nummula-dermatitis/nummula-dermatitis17.jpg
7835,nevus sebaceous of jadassohn,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn67.jpg
7836,port wine stain,https://www.dermaamin.com/site/images/clinical-pic/p/port-wine-stain/port-wine-stain28.jpg
7837,mycosis fungoides,https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide90.jpg
7838,pityriasis rosea,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea95.jpg
7839,solid cystic basal cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/s/solid-cysticbasalcell-carcinoma/solid-cysticbasalcell-carcinoma59.jpg
7840,fixed eruptions,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption37.jpg
7841,erythema multiforme,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme52.jpg
7842,port wine stain,https://www.dermaamin.com/site/images/clinical-pic/p/port-wine-stain/port-wine-stain53.jpg
7843,pustular psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/pustular_psoriasis/pustular_psoriasis45.jpg
7844,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail3.jpg
7845,mucous cyst,https://www.dermaamin.com/site/images/clinical-pic/m/mucocele/mucocele7.jpg
7846,keloid,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid76.jpg
7847,erythema nodosum,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum67.jpg
7848,mucinosis,https://www.dermaamin.com/site/images/clinical-pic/m/mononucleosis/mononucleosis7.jpg
7849,hailey hailey disease,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease29.jpg
7850,acrodermatitis enteropathica,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica35.jpg
7851,lentigo maligna,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna85.jpg
7852,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque41.jpg
7853,erythema multiforme,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme101.jpg
7854,scleroderma,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema29.jpg
7855,porokeratosis of mibelli,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_of_mibelli/porokeratosis_of_mibelli52.jpg
7856,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/photoallergiccontact-dermatitis/photoallergiccontact-dermatitis9.jpg
7857,nevocytic nevus,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus21.jpg
7858,sarcoidosis,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis-of-the-skin-plaque-form/sarcoidosis-of-the-skin-plaque-form18.jpg
7859,kaposi sarcoma,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma37.jpg
7860,xeroderma pigmentosum,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum71.jpg
7861,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_prurigo/actinic_prurigo4.jpg
7862,mucinosis,https://www.dermaamin.com/site/images/clinical-pic/f/follicular-mucinosis/follicular-mucinosis20.jpg
7863,disseminated actinic porokeratosis,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_superficial_actinic_porokeratosis/disseminated_superficial_actinic_porokeratosis50.jpg
7864,sarcoidosis,https://www.dermaamin.com/site/images/clinical-pic/d/discoid_le/discoid_le23.jpg
7865,neutrophilic dermatoses,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome24.jpg
7866,acanthosis nigricans,https://www.dermaamin.com/site/images/clinical-pic/a/acanthosis_nigricans/acanthosis_nigricans26.jpg
7867,lichen planus,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus1.jpg
7868,juvenile xanthogranuloma,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma70.jpg
7869,melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma19.jpg
7870,melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma23.jpg
7871,fordyce spots,https://www.dermaamin.com/site/images/clinical-pic/p/piezogenic-pedal-papules/piezogenic-pedal-papules5.jpg
7872,dermatomyositis,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis75.jpg
7873,becker nevus,https://www.dermaamin.com/site/images/clinical-pic/e/eclipse_nevi/eclipse_nevi3.jpg
7874,neurofibromatosis,https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome96.jpg
7875,nevus sebaceous of jadassohn,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn27.jpg
7876,telangiectases,https://www.dermaamin.com/site/images/clinical-pic/t/telangiectasias/telangiectasias7.jpg
7877,neutrophilic dermatoses,https://www.dermaamin.com/site/images/clinical-pic/s/sturge-weber_syndrome/sturge-weber_syndrome1.jpg
7878,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa16.jpg
7879,dermatomyositis,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis127.jpg
7880,epidermolysis bullosa,https://www.dermaamin.com/site/images/clinical-pic/J/junctional-epidermolysis-bullosa/junctional-epidermolysis-bullosa3.jpg
7881,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-rheumatoid-arthritis/juvenile-rheumatoid-arthritis1.jpg
7882,drug eruption,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption76.jpg
7883,lupus subacute,https://www.dermaamin.com/site/images/clinical-pic/L/lymphocytic-infiltration-of-the-skin-jessner-kanof/lymphocytic-infiltration-of-the-skin-jessner-kanof6.jpg
7884,juvenile xanthogranuloma,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma54.jpg
7885,sarcoidosis,https://www.dermaamin.com/site/images/clinical-pic/L/lupus-pernio/lupus-pernio2.jpg
7886,sarcoidosis,https://www.dermaamin.com/site/images/clinical-pic/d/discoid_le/discoid_le55.jpg
7887,basal cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma75.jpg
7888,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis57.jpg
7889,nematode infection,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans86.jpg
7890,scleroderma,https://www.dermaamin.com/site/images/clinical-pic/m/morphea/morphea15.jpg
7891,aplasia cutis,https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta45.jpg
7892,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis42.jpg
7893,mucous cyst,https://www.dermaamin.com/site/images/clinical-pic/d/digital_mucous_cyst/digital_mucous_cyst5.jpg
7894,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/g/generalised_pustular_psoriasis/generalised_pustular_psoriasis6.jpg
7895,drug eruption,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption110.jpg
7896,dermatomyositis,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis136.jpg
7897,pyogenic granuloma,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma25.jpg
7898,pilar cyst,https://www.dermaamin.com/site/images/clinical-pic/p/pilar-cyst/pilar-cyst3.jpg
7899,eczema,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_cracquele/eczema_cracquele13.jpg
7900,folliculitis,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis7.jpg
7901,superficial spreading melanoma ssm,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma92.jpg
7902,eczema,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema27.jpg
7903,scleroderma,https://www.dermaamin.com/site/images/clinical-pic/m/morphea-linear/morphea-linear18.jpg
7904,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic-eruption-of-pregnancy/polymorphic-eruption-of-pregnancy5.jpg
7905,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis60.jpg
7906,epidermal nevus,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus29.jpg
7907,myiasis,https://www.dermaamin.com/site/images/clinical-pic/m/myiasis-furuncular_myiais/myiasis-furuncular_myiais15.jpg
7908,myiasis,https://www.dermaamin.com/site/images/clinical-pic/m/myiasis-furuncular_myiais/myiasis-furuncular_myiais19.jpg
7909,acne,https://www.dermaamin.com/site/images/clinical-pic/a/acne-infantilis/acne-infantilis3.jpg
7910,keratosis pilaris,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis-pilaris/keratosis-pilaris12.jpg
7911,porokeratosis of mibelli,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_of_mibelli/porokeratosis_of_mibelli35.jpg
7912,melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/melanome-superficiel-extensif/melanome-superficiel-extensif12.jpg
7913,sarcoidosis,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis105.jpg
7914,pyogenic granuloma,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma85.jpg
7915,drug eruption,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption90.jpg
7916,urticaria,https://www.dermaamin.com/site/images/clinical-pic/a/acute_urticaria/acute_urticaria6.jpg
7917,acne,https://www.dermaamin.com/site/images/clinical-pic/c/cystic_acne_conglobata/cystic_acne_conglobata7.jpg
7918,necrobiosis lipoidica,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum29.jpg
7919,lupus erythematosus,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_systemic/lupus_erythematosus_systemic2.jpg
7920,lyme disease,https://www.dermaamin.com/site/images/clinical-pic/e/erythem_achronicum_migrans/erythem_achronicum_migrans13.jpg
7921,acne vulgaris,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris128.jpg
7922,basal cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma12.jpg
7923,seborrheic dermatitis,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis25.jpg
7924,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis38.jpg
7925,neutrophilic dermatoses,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome62.jpg
7926,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma3.jpg
7927,pityriasis rubra pilaris,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris44.jpg
7928,lymphangioma,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma25.jpg
7929,eczema,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema26.jpg
7930,erythema multiforme,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme162.jpg
7931,squamous cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma40.jpg
7932,xanthomas,https://www.dermaamin.com/site/images/clinical-pic/X/xanthomas/xanthomas13.jpg
7933,acne,https://www.dermaamin.com/site/images/clinical-pic/a/acne_scarring/acne_scarring8.jpg
7934,ehlers danlos syndrome,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome44.jpg
7935,neurodermatitis,https://www.dermaamin.com/site/images/clinical-pic/n/nummula-dermatitis/nummula-dermatitis32.jpg
7936,disseminated actinic porokeratosis,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_superficial_actinic_porokeratosis/disseminated_superficial_actinic_porokeratosis8.jpg
7937,acne,https://www.dermaamin.com/site/images/clinical-pic/a/acne_scarring/acne_scarring7.jpg
7938,telangiectases,https://www.dermaamin.com/site/images/clinical-pic/a/ataxia_telangiectasia/ataxia_telangiectasia3.jpg
7939,tick bite,https://www.dermaamin.com/site/images/clinical-pic/t/tick-bite/tick-bite24.jpg
7940,scleroderma,https://www.dermaamin.com/site/images/clinical-pic/s/systemic-sclerosis/systemic-sclerosis10.jpg
7941,telangiectases,https://www.dermaamin.com/site/images/clinical-pic/b/blueberry_muffin_syndrome/blueberry_muffin_syndrome2.jpg
7942,melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma55.jpg
7943,neurotic excoriations,https://www.dermaamin.com/site/images/clinical-pic/e/excoriations_uraemic/excoriations_uraemic6.jpg
7944,pediculosis lids,https://www.dermaamin.com/site/images/clinical-pic/p/pediculosis-pubis/pediculosis-pubis11.jpg
7945,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-genital/psoriasis-genital4.jpg
7946,squamous cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/e/eruptive_xanthoma/eruptive_xanthoma7.jpg
7947,folliculitis,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis103.jpg
7948,porphyria,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda27.jpg
7949,drug eruption,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption26.jpg
7950,scleroderma,https://www.dermaamin.com/site/images/clinical-pic/L/localized-scleroderma/localized-scleroderma16.jpg
7951,dermatofibroma,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma38.jpg
7952,scabies,https://www.dermaamin.com/site/images/clinical-pic/a/abcess/abcess15.jpg
7953,neutrophilic dermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum60.jpg
7954,squamous cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/v/verrucous-carcinoma/verrucous-carcinoma22.jpg
7955,cheilitis,https://www.dermaamin.com/site/images/clinical-pic/c/cheilitis_granulomatosa_of_miescher/cheilitis_granulomatosa_of_miescher6.jpg
7956,superficial spreading melanoma ssm,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma64.jpg
7957,erythema elevatum diutinum,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_elevatum_diutinum/erythema_elevatum_diutinum5.jpg
7958,sarcoidosis,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis29.jpg
7959,cheilitis,https://www.dermaamin.com/site/images/clinical-pic/c/chancre_syphilitique/chancre_syphilitique6.jpg
7960,superficial spreading melanoma ssm,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma53.jpg
7961,rosacea,https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea80.jpg
7962,basal cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma77.jpg
7963,basal cell carcinoma morpheiform,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform24.jpg
7964,stevens johnson syndrome,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome53.jpg
7965,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma38.jpg
7966,squamous cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/v/verrucous-carcinoma/verrucous-carcinoma1.jpg
7967,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/g/grovers_disease_transient_acantholytic_dermatosis/grovers_disease_transient_acantholytic_dermatosis11.jpg
7968,pityriasis rosea,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea15.jpg
7969,stevens johnson syndrome,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome122.jpg
7970,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/protein-contactd-dermatitis-from-wheat-in-a-pizza-baker/protein-contactd-dermatitis-from-wheat-in-a-pizza-baker1.jpg
7971,dariers disease,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease12.jpg
7972,keratosis pilaris,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis_pilaris_atrophicans/keratosis_pilaris_atrophicans2.jpg
7973,tungiasis,https://www.dermaamin.com/site/images/clinical-pic/t/tungiasis/tungiasis8.jpg
7974,drug induced pigmentary changes,https://www.dermaamin.com/site/images/clinical-pic/h/hyperpigmentation/hyperpigmentation7.jpg
7975,necrobiosis lipoidica,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum26.jpg
7976,juvenile xanthogranuloma,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma30.jpg
7977,hailey hailey disease,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease72.jpg
7978,hidradenitis,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa14.jpg
7979,sarcoidosis,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis-small-nodular-type/sarcoidosis-small-nodular-type10.jpg
7980,basal cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma70.jpg
7981,hailey hailey disease,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease25.jpg
7982,halo nevus,https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus2.jpg
7983,congenital nevus,https://www.dermaamin.com/site/images/clinical-pic/c/congential_nevus/congential_nevus20.jpg
7984,syringoma,https://www.dermaamin.com/site/images/clinical-pic/s/syringoma/syringoma78.jpg
7985,cheilitis,https://www.dermaamin.com/site/images/clinical-pic/a/angular_cheilitis/angular_cheilitis2.jpg
7986,pyogenic granuloma,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma105.jpg
7987,scleroderma,https://www.dermaamin.com/site/images/clinical-pic/s/systemic-sclerosis/systemic-sclerosis3.jpg
7988,nevus sebaceous of jadassohn,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn28.jpg
7989,calcinosis cutis,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis32.jpg
7990,porphyria,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda40.jpg
7991,melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma59.jpg
7992,hidradenitis,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa10.jpg
