,nine_partition_label,url,label
8758,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme95.jpg,erythema multiforme
8759,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/e/eruptive_syringomas/eruptive_syringomas2.jpg,syringoma
8760,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris339.jpg,acne vulgaris
8761,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pityrosporum-folliculitis/pityrosporum-folliculitis6.jpg,folliculitis
8762,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid86.jpg,keloid
8763,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea5.jpg,rosacea
8764,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn63.jpg,nevus sebaceous of jadassohn
8765,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/abcess/abcess19.jpg,scabies
8766,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/photo-drug-eruption/photo-drug-eruption14.jpg,drug eruption
8767,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/c/cheilitis_granulomatosa_of_miescher/cheilitis_granulomatosa_of_miescher14.jpg,cheilitis
8768,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption79.jpg,fixed eruptions
8769,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pretibial-myxedema/pretibial-myxedema6.jpg,stasis edema
8770,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis_confluent_reticulated/papillomatosis_confluent_reticulated44.jpg,papilomatosis confluentes and reticulate
8771,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa3.jpg,hidradenitis
8772,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo60.jpg,vitiligo
8773,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_chronicus_discoides/lupus_erythematosus_chronicus_discoides1.jpg,lupus erythematosus
8774,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti8.jpg,incontinentia pigmenti
8775,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis34.jpg,allergic contact dermatitis
8776,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma10.jpg,pyogenic granuloma
8777,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/polyp/polyp2.jpg,dyshidrotic eczema
8778,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease56.jpg,hailey hailey disease
8779,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis54.jpg,allergic contact dermatitis
8780,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis102.jpg,folliculitis
8781,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/h/hypohidrotic_ectodermal_dysplasia/hypohidrotic_ectodermal_dysplasia4.jpg,dyshidrotic eczema
8782,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans19.jpg,nematode infection
8783,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lupus-erythematosus-tumidus/lupus-erythematosus-tumidus10.jpg,lupus erythematosus
8784,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris36.jpg,pityriasis rubra pilaris
8785,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma13.jpg,basal cell carcinoma
8786,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/discoid_le/discoid_le56.jpg,sarcoidosis
8787,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis69.jpg,allergic contact dermatitis
8788,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/h/herpes_gestationis/herpes_gestationis20.jpg,acquired autoimmune bullous diseaseherpes gestationis
8789,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn95.jpg,nevus sebaceous of jadassohn
8790,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/X/xanthoma-disseminatum/xanthoma-disseminatum4.jpg,xanthomas
8791,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/follicular-mucinosis/follicular-mucinosis6.jpg,mucinosis
8792,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma58.jpg,basal cell carcinoma
8793,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa45.jpg,urticaria pigmentosa
8794,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus19.jpg,lupus erythematosus
8795,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-keratoses/seborrheic-keratoses63.jpg,seborrheic keratosis
8796,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/localized-scleroderma/localized-scleroderma9.jpg,scleroderma
8797,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/f/fordyce-spots/fordyce-spots50.jpg,fordyce spots
8798,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa71.jpg,hidradenitis
8799,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris92.jpg,acne vulgaris
8800,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo41.jpg,vitiligo
8801,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum43.jpg,erythema nodosum
8802,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp9.jpg,psoriasis
8803,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/m/morphea-linear/morphea-linear7.jpg,scleroderma
8804,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis95.jpg,folliculitis
8805,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiotic-xanthogranuloma/necrobiotic-xanthogranuloma3.jpg,juvenile xanthogranuloma
8806,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus41.jpg,lupus erythematosus
8807,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/steroid-side-efect/steroid-side-efect2.jpg,striae
8808,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/e/essential_telangiectasias/essential_telangiectasias7.jpg,telangiectases
8809,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma58.jpg,rhinophyma
8810,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/b/bowens_disease/bowens_disease22.jpg,squamous cell carcinoma
8811,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/g/generalised_pustular_psoriasis/generalised_pustular_psoriasis15.jpg,psoriasis
8812,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/acanthosis_nigricans/acanthosis_nigricans4.jpg,acanthosis nigricans
8813,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma1.jpg,pyogenic granuloma
8814,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/b/beckers_nevus/beckers_nevus31.jpg,becker nevus
8815,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/r/recessive-dystrophic-epidermolysis-bullosa/recessive-dystrophic-epidermolysis-bullosa2.jpg,epidermolysis bullosa
8816,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma97.jpg,superficial spreading melanoma ssm
8817,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_atopic/eczema_atopic13.jpg,eczema
8818,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease36.jpg,behcets disease
8819,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_cracquele/eczema_cracquele9.jpg,eczema
8820,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate35.jpg,psoriasis
8821,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis54.jpg,prurigo nodularis
8822,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque34.jpg,psoriasis
8823,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_lichenoid_chronica/pityriasis_lichenoid_chronica23.jpg,pityriasis lichenoides chronica
8824,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda25.jpg,porphyria
8825,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma28.jpg,juvenile xanthogranuloma
8826,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa20.jpg,hidradenitis
8827,malignant dermal,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma11.jpg,kaposi sarcoma
8828,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica9.jpg,acrodermatitis enteropathica
8829,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangitis/lymphangitis11.jpg,lymphangioma
8830,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma34.jpg,squamous cell carcinoma
8831,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema74.jpg,scleroderma
8832,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/n/naevus-congenital/naevus-congenital8.jpg,naevus comedonicus
8833,malignant dermal,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma35.jpg,kaposi sarcoma
8834,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma35.jpg,squamous cell carcinoma
8835,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn22.jpg,nevus sebaceous of jadassohn
8836,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/t/trauma/trauma1.jpg,lichen planus
8837,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption166.jpg,drug eruption
8838,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail17.jpg,psoriasis
8839,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis-small-nodular-type/sarcoidosis-small-nodular-type11.jpg,sarcoidosis
8840,malignant dermal,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma43.jpg,kaposi sarcoma
8841,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/t/trauma/trauma14.jpg,lichen planus
8842,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_elevatum_diutinum/erythema_elevatum_diutinum32.jpg,erythema elevatum diutinum
8843,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pseudomonas_folliculitis/pseudomonas_folliculitis9.jpg,folliculitis
8844,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis50.jpg,lichen amyloidosis
8845,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/t/trachionychia/trachionychia14.jpg,paronychia
8846,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma44.jpg,lymphangioma
8847,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis_confluent_reticulated/papillomatosis_confluent_reticulated10.jpg,papilomatosis confluentes and reticulate
8848,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo_alopecia_areata/vitiligo_alopecia_areata3.jpg,vitiligo
8849,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_elevatum_diutinum/erythema_elevatum_diutinum8.jpg,erythema elevatum diutinum
8850,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-springe-ruption/juvenile-springe-ruption3.jpg,photodermatoses
8851,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis71.jpg,folliculitis
8852,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/b/bowens_disease/bowens_disease38.jpg,squamous cell carcinoma
8853,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/segmental-vitiligo/segmental-vitiligo4.jpg,vitiligo
8854,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/v/vernix-caseosa/vernix-caseosa1.jpg,telangiectases
8855,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/papular-urticaria/papular-urticaria22.jpg,urticaria
8856,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma12.jpg,pyogenic granuloma
8857,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_artefacta/dermatitis_artefacta10.jpg,lichen planus
8858,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema31.jpg,eczema
8859,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/factitial_dermatitis/factitial_dermatitis50.jpg,factitial dermatitis
8860,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_of_mibelli/porokeratosis_of_mibelli55.jpg,porokeratosis of mibelli
8861,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn9.jpg,nevus sebaceous of jadassohn
8862,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis32.jpg,allergic contact dermatitis
8863,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/eosinophilic_pustula_folliculitis/eosinophilic_pustula_folliculitis40.jpg,folliculitis
8864,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_cyst/epidermal_cyst14.jpg,pilar cyst
8865,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris270.jpg,acne vulgaris
8866,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti61.jpg,incontinentia pigmenti
8867,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/n/nickel-dermatitis/nickel-dermatitis15.jpg,neurodermatitis
8868,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma64.jpg,juvenile xanthogranuloma
8869,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma73.jpg,juvenile xanthogranuloma
8870,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum78.jpg,necrobiosis lipoidica
8871,benign melanocyte,https://www.dermaamin.com/site/images/clinical-pic/c/congential_nevus/congential_nevus23.jpg,congenital nevus
8872,malignant dermal,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma106.jpg,kaposi sarcoma
8873,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_actinic/lichen_planus_actinic32.jpg,lichen planus
8874,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis-cutis-carcinoides/papillomatosis-cutis-carcinoides14.jpg,papilomatosis confluentes and reticulate
8875,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa26.jpg,urticaria pigmentosa
8876,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/stye/stye2.jpg,striae
8877,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pediculosis-capitis/pediculosis-capitis18.jpg,pediculosis lids
8878,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma82.jpg,juvenile xanthogranuloma
8879,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_superficial_actinic_porokeratosis/disseminated_superficial_actinic_porokeratosis9.jpg,disseminated actinic porokeratosis
8880,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema74.jpg,eczema
8881,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate20.jpg,psoriasis
8882,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/s/solid-cysticbasalcell-carcinoma/solid-cysticbasalcell-carcinoma60.jpg,solid cystic basal cell carcinoma
8883,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_cyst/epidermal_cyst13.jpg,pilar cyst
8884,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis-cutis-carcinoides/papillomatosis-cutis-carcinoides1.jpg,papilomatosis confluentes and reticulate
8885,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-arthropathica/psoriasis-arthropathica2.jpg,psoriasis
8886,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa36.jpg,hidradenitis
8887,inflammatory,,lichen simplex
8888,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema81.jpg,eczema
8889,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma35.jpg,malignant melanoma
8890,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum63.jpg,erythema nodosum
8891,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_actinic/lichen_planus_actinic30.jpg,lichen planus
8892,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/m/mixedc-onnective-tissue-disease/mixedc-onnective-tissue-disease9.jpg,lupus subacute
8893,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-lymphoma/malignant-lymphoma8.jpg,malignant melanoma
8894,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis107.jpg,folliculitis
8895,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/fucosidosis/fucosidosis1.jpg,sarcoidosis
8896,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea20.jpg,pityriasis rosea
8897,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta1.jpg,aplasia cutis
8898,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma47.jpg,dermatofibroma
8899,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid36.jpg,keloid
8900,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_actinic/lichen_planus_actinic31.jpg,lichen planus
8901,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis-small-nodular-type/sarcoidosis-small-nodular-type20.jpg,sarcoidosis
8902,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/perioral-dermatitis/perioral-dermatitis33.jpg,perioral dermatitis
8903,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma86.jpg,juvenile xanthogranuloma
8904,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/b/bee_sting/bee_sting5.jpg,allergic contact dermatitis
8905,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria21.jpg,milia
8906,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma8.jpg,melanoma
8907,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus80.jpg,epidermal nevus
8908,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria13.jpg,milia
8909,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption7.jpg,drug eruption
8910,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-of-hands/psoriasis-of-hands13.jpg,psoriasis
8911,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lymphocytic-infiltration-of-the-skin-jessner-kanof/lymphocytic-infiltration-of-the-skin-jessner-kanof32.jpg,lupus subacute
8912,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis24.jpg,prurigo nodularis
8913,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/sturge-weber_syndrome/sturge-weber_syndrome3.jpg,neutrophilic dermatoses
8914,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome41.jpg,ehlers danlos syndrome
8915,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_cyst/epidermal_cyst23.jpg,pilar cyst
8916,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma69.jpg,squamous cell carcinoma
8917,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda36.jpg,porphyria
8918,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/eosinophilic_pustula_folliculitis/eosinophilic_pustula_folliculitis9.jpg,folliculitis
8919,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna35.jpg,lentigo maligna
8920,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease45.jpg,dariers disease
8921,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme90.jpg,erythema multiforme
8922,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease7.jpg,dariers disease
8923,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/systemic-lupus-erythematosus/systemic-lupus-erythematosus11.jpg,lupus subacute
8924,malignant cutaneous lymphoma,https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide53.jpg,mycosis fungoides
8925,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/dermatophytie/dermatophytie2.jpg,dermatomyositis
8926,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/papular-urticaria/papular-urticaria12.jpg,urticaria
8927,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa37.jpg,psoriasis
8928,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria_multiforme/urticaria_multiforme3.jpg,urticaria
8929,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/b/bowens_disease/bowens_disease60.jpg,squamous cell carcinoma
8930,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease27.jpg,dariers disease
8931,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption162.jpg,drug eruption
8932,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/flea_bites/flea_bites11.jpg,tick bite
8933,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma33.jpg,malignant melanoma
8934,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/p/pilomatrixoma/pilomatrixoma41.jpg,pilomatricoma
8935,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare8.jpg,granuloma annulare
8936,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_simplex/lichen_simplex6.jpg,lichen simplex
8937,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/I/iron-stain/iron-stain1.jpg,port wine stain
8938,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis129.jpg,sarcoidosis
8939,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare107.jpg,granuloma annulare
8940,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus66.jpg,lupus erythematosus
8941,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/p/port-wine-stain/port-wine-stain38.jpg,port wine stain
8942,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome44.jpg,neutrophilic dermatoses
8943,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis13.jpg,seborrheic dermatitis
8944,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma15.jpg,superficial spreading melanoma ssm
8945,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/e/eclipse_nevi/eclipse_nevi11.jpg,becker nevus
8946,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis83.jpg,photodermatoses
8947,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis10.jpg,photodermatoses
8948,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/c/chicken_pox/chicken_pox5.jpg,lichen simplex
8949,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria59.jpg,milia
8950,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_basocellulaire_sclerodermiforme/carcinome_basocellulaire_sclerodermiforme1.jpg,basal cell carcinoma
8951,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque7.jpg,psoriasis
8952,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris229.jpg,acne vulgaris
8953,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/n/nummula-dermatitis/nummula-dermatitis36.jpg,neurodermatitis
8954,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis22.jpg,allergic contact dermatitis
8955,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/g/gorlin_syndrome/gorlin_syndrome2.jpg,basal cell carcinoma
8956,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_spinocellulaire/carcinome_spinocellulaire9.jpg,squamous cell carcinoma
8957,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption33.jpg,photodermatoses
8958,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_artefacta/dermatitis_artefacta6.jpg,lichen planus
8959,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/parapsoriasis-en-goutte/parapsoriasis-en-goutte4.jpg,psoriasis
